Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN NUMBER,Industry,Instrument
533343,,LOVABLE,LOVABLE LINGERIE LTD.,Active,B ,10.0,INE597L01014,Other Apparels & Accessories,Equity
533344,,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,B ,10.0,INE560K01014,Finance (including NBFCs),Equity
533393,,TCIDEVELOP,TCI DEVELOPERS LTD.,Active,B ,10.0,INE662L01016,Realty,Equity
533398,,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.0,INE414G01012,Finance (including NBFCs),Equity
533400,,FCONSUMER,Future Consumer Ltd,Active,A ,6.0,INE220J01025,Packaged Foods,Equity
533407,,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,Active,B ,10.0,INE672K01025,Textiles,Equity
533411,,SANGHVIFOR,SANGHVI FORGING AND ENGINEERING LTD.,Active,T ,10.0,INE263L01013,Other Industrial Products,Equity
533451,,KARMAENG,KARMA ENERGY LTD.,Active,B ,10.0,INE725L01011,Electric Utilities,Equity
533452,,EBIXFOREX,Ebixcash World Money India Ltd,Active,B ,10.0,INE726L01019,Other Financial Services,Equity
533470,,RUSHIL,RUSHIL DECOR LTD.,Active,B ,10.0,INE573K01017,Forest Products,Equity
533482,,KRIINFRA,Kridhan Infra Limited,Active,B ,2.0,INE524L01026,Construction & Engineering,Equity
533506,,INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,Active,B ,10.0,INE878H01016,Other Financial Services,Equity
533519,,L&TFH,L&T FINANCE HOLDINGS LTD.,Active,A ,10.0,INE498L01015,Holding Companies,Equity
533520,,IBULISL,Indiabulls Integrated Services Ltd,Active,A ,2.0,INE126M01010,Comm.Trading  & Distribution,Equity
533540,,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.,Active,B ,10.0,INE040M01013,Education,Equity
533543,,BROOKS,BROOKS LABORATORIES LTD.,Active,B ,10.0,INE650L01011,Pharmaceuticals,Equity
533552,,RUPA,RUPA & COMPANY LTD.,Active,B ,1.0,INE895B01021,Other Apparels & Accessories,Equity
533553,,TDPOWERSYS,T D POWER SYSTEMS LTD.,Active,B ,10.0,INE419M01019,Heavy Electrical Equipment,Equity
533573,,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.0,INE901L01018,Pharmaceuticals,Equity
533576,,VASWANI,VASWANI INDUSTRIES LTD.,Active,B ,10.0,INE590L01019,Iron & Steel/Interm.Products,Equity
533581,,PGEL,PG ELECTROPLAST LTD.,Active,T ,10.0,INE457L01011,Consumer Electronics,Equity
533605,,SETUINFRA,Setubandhan Infrastructure Ltd,Active,B ,1.0,INE023M01027,Construction & Engineering,Equity
533629,,TIJARIA,TIJARIA POLYPIPES LTD.,Active,B ,10.0,INE440L01017,Plastic Products,Equity
533632,,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,Active,B ,10.0,INE912L01015,Investment Companies,Equity
533638,,FLEXITUFF,Flexituff Ventures International Ltd,Active,T ,10.0,INE060J01017,Plastic Products,Equity
533644,,UJAAS,Ujaas Energy Limited,Active,B ,1.0,INE899L01022,Heavy Electrical Equipment,Equity
533655,,TRITURBINE,TRIVENI TURBINE LTD.,Active,A ,1.0,INE152M01016,Heavy Electrical Equipment,Equity
533676,,INDOTHAI,INDO THAI SECURITIES LTD.,Active,B ,10.0,INE337M01013,Other Financial Services,Equity
533704,,ESSARSHPNG,ESSAR SHIPPING LTD.,Active,T ,10.0,INE122M01019,Shipping,Equity
533758,,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A ,10.0,INE702C01019,Iron & Steel Products,Equity
533761,,GPTINFRA,GPT INFRAPROJECTS LTD.,Active,B ,10.0,INE390G01014,Construction & Engineering,Equity
533941,,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Active,T ,10.0,INE480M01011,Other Apparels & Accessories,Equity
533982,,TERASOFT,TERA SOFTWARE LTD.,Active,B ,10.0,INE482B01010,IT Consulting & Software,Equity
534076,,ORIENTREF,ORIENT REFRACTORIES LTD.,Active,B ,1.0,INE743M01012,Other Industrial Goods,Equity
534091,,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10.0,INE745G01035,Investment Companies,Equity
534139,,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,B ,2.0,INE839M01018,Heavy Electrical Equipment,Equity
534309,,NBCC,NBCC (India) Ltd,Active,A ,1.0,INE095N01031,Construction & Engineering,Equity
534312,,MTEDUCARE,MT EDUCARE LTD.,Active,B ,10.0,INE472M01018,Education,Equity
534328,,HEXATRADEX,HEXA TRADEX LTD.,Active,T ,2.0,INE750M01017,Comm.Trading  & Distribution,Equity
534369,,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Active,B ,10.0,INE760L01018,Other Apparels & Accessories,Equity
534392,,VSSL,VARDHMAN SPECIAL STEELS LTD.,Active,B ,10.0,INE050M01012,Iron & Steel Products,Equity
534425,,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B ,10.0,INE247M01014,Restaurants,Equity
534532,,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Active,B ,10.0,INE142K01011,Other Apparels & Accessories,Equity
534597,,RTNINFRA,RattanIndia Infrastructure Limited,Active,B ,2.0,INE834M01019,Electric Utilities,Equity
534598,,SEPOWER,S.E. POWER LTD.,Active,B ,10.0,INE735M01018,Electric Utilities,Equity
534615,,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B ,10.0,INE553C01016,Transportation - Logistics,Equity
534674,,DUCON,Ducon Infratechnologies Ltd,Active,B ,1.0,INE741L01018,Comm.Trading  & Distribution,Equity
534675,,PROZONINTU,Prozone Intu Properties Limited,Active,B ,2.0,INE195N01013,Realty,Equity
534690,,LAKSHVILAS,LAKSHMI VILAS BANK LTD.,Active,A ,10.0,INE694C01018,Banks,Equity
534742,,ZUARI,ZUARI AGRO CHEMICALS LTD.,Active,B ,10.0,INE840M01016,Fertilizers,Equity
534748,,STEELXIND,STEEL EXCHANGE INDIA LTD.,Active,B ,10.0,INE503B01013,Iron & Steel/Interm.Products,Equity
534758,,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,B ,10.0,INE675C01017,IT Consulting & Software,Equity
534804,,CARERATING,CARE Ratings Ltd,Active,A ,10.0,INE752H01013,Other Financial Services,Equity
534809,,PCJEWELLER,PC JEWELLER LTD.,Active,A ,10.0,INE785M01013,Other Apparels & Accessories,Equity
534816,,INFRATEL,BHARTI INFRATEL LTD.,Active,A ,10.0,INE121J01017,Other Telecom Services,Equity
534976,,VMART,V-MART RETAIL LTD.,Active,A ,10.0,INE665J01013,Department Stores,Equity
535322,,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10.0,INE612J01015,Housing Finance ,Equity
535458,,NIBL,NRB INDUSTRIAL BEARINGS LTD.,Active,B ,2.0,INE047O01014,Other Industrial Goods,Equity
535601,,SREEL,SREELEATHERS LTD.,Active,B ,10.0,INE099F01013,Footwear,Equity
535602,,SHARDA,Sharda Motor Industries Ltd,Active,B ,10.0,INE597I01010,Auto Parts & Equipment,Equity
535648,,JUSTDIAL,JUST DIAL LTD.,Active,A ,10.0,INE599M01018,Publishing,Equity
535754,,ORIENTCEM,Orient Cement Ltd,Active,A ,1.0,INE876N01018,Cement & Cement Products,Equity
535755,,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.0,INE647O01011,Department Stores,Equity
535789,,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2.0,INE148I01020,Housing Finance ,Equity
535958,,INTEGRA,Integra Garments And Textiles Ltd,Active,T ,3.0,INE418N01027,Other Apparels & Accessories,Equity
536507,,FLFL,Future Lifestyle Fashions Ltd,Active,A ,2.0,INE452O01016,Department Stores,Equity
536773,,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10.0,INE147P01019,Other Financial Services,Equity
537291,,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,B ,10.0,INE448G01010,Other Agricultural Products,Equity
537292,,AGRITECH,Agri- Tech (India) Ltd,Active,B ,10.0,INE449G01018,Other Agricultural Products,Equity
537766,,BCP,B.C. Power Controls Ltd,Active,B ,2.0,INE905P01028,Other Elect.Equip./ Prod.,Equity
537820,,VFL,Viji Finance Ltd,Active,B ,1.0,INE159N01027,Finance (including NBFCs),Equity
538268,,WONDERLA,Wonderla Holidays Ltd,Active,B ,10.0,INE066O01014,Other Leisure Facilities,Equity
538365,,ADHUNIKIND,Adhunik Industries Ltd,Active,B ,10.0,INE452L01012,Iron & Steel/Interm.Products,Equity
538562,,SKIPPER,Skipper Ltd,Active,B ,1.0,INE439E01022,Construction & Engineering,Equity
538567,,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,A ,2.0,INE635Q01029,Oil Marketing & Distribution,Equity
538598,,VISHAL,Vishal Fabrics Ltd,Active,B ,5.0,INE755Q01025,Textiles,Equity
538635,,SNOWMAN,Snowman Logistics Ltd,Active,B ,10.0,INE734N01019,Transportation - Logistics,Equity
538666,,SHARDACROP,Sharda Cropchem Ltd,Active,B ,10.0,INE221J01015,Agrochemicals,Equity
538685,,SHEMAROO,Shemaroo Entertainment Ltd,Active,B ,10.0,INE363M01019,Movies & Entertainment,Equity
538730,,PDSMFL,PDS Multinational Fashions Ltd,Active,B ,10.0,INE111Q01013,Comm.Trading  & Distribution,Equity
538835,,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.0,INE306R01017,IT Software Products,Equity
538836,,MONTECARLO,Monte Carlo Fashions Ltd,Active,B ,10.0,INE950M01013,Other Apparels & Accessories,Equity
538902,,DHUNTEAIND,Dhunseri Tea & Industries Ltd,Active,B ,10.0,INE341R01014,Tea & Coffee,Equity
538961,,GENUSPAPER,Genus Paper & Boards Ltd,Active,B ,1.0,INE949P01018,Paper & Paper Products,Equity
538962,,MINDACORP,Minda Corporation Ltd,Active,A ,2.0,INE842C01021,Auto Parts & Equipment,Equity
538979,,GRNLAMIND,Greenlam Industries Ltd,Active,B ,5.0,INE544R01013,Furniture-Furnishing-Paints,Equity
539015,,ORTEL,Ortel Communications Ltd,Active,Z ,10.0,INE849L01019,Broadcasting & Cable TV,Equity
539043,,BKMINDST,BKM Industries Ltd,Active,B ,1.0,INE831Q01016,Containers & Packaging,Equity
539044,,MANAKSTELTD,Manaksia Steels Ltd,Active,B ,1.0,INE824Q01011,Iron & Steel/Interm.Products,Equity
539045,,MNKALCOLTD,Manaksia Aluminium Company Ltd,Active,B ,1.0,INE859Q01017,Aluminium,Equity
539046,,MNKCMILTD,Manaksia Coated Metals & Industries Ltd,Active,B ,1.0,INE830Q01018,Iron & Steel/Interm.Products,Equity
539056,,IMAGICAA,Imagicaaworld Entertainment Ltd,Active,B ,10.0,INE172N01012,Other Leisure Facilities,Equity
539083,,INOXWIND,Inox Wind Ltd,Active,A ,10.0,INE066P01011,Heavy Electrical Equipment,Equity
539118,,VRLLOG,VRL Logistics Ltd,Active,A ,10.0,INE366I01010,Transportation - Logistics,Equity
539126,,MEP,MEP Infrastructure Developers Ltd,Active,B ,10.0,INE776I01010,Roads & Highways,Equity
539141,,UFO,UFO Moviez India Ltd,Active,B ,10.0,INE527H01019,Broadcasting & Cable TV,Equity
539150,,PNCINFRA,PNC Infratech Ltd,Active,A ,2.0,INE195J01029,Roads & Highways,Equity
539201,,SATIA,Satia Industries Ltd,Active,B ,1.0,INE170E01023,Paper & Paper Products,Equity
539225,,JIYAECO,Jiya Eco-Products Ltd,Active,B ,10.0,INE023S01016,Utilities:Non-Elec.,Equity
539251,,BALKRISHNA,Balkrishna Paper Mills Ltd,Active,B ,10.0,INE875R01011,Containers & Packaging,Equity
539252,,SCFL,Shyam Century Ferrous Ltd,Active,B ,1.0,INE979R01011,Iron & Steel/Interm.Products,Equity
539254,,ADANITRANS,Adani Transmission Ltd,Active,A ,10.0,INE931S01010,Electric Utilities,Equity
539268,,SYNGENE,Syngene International Ltd,Active,A ,10.0,INE398R01022,Pharmaceuticals,Equity
539276,,KAYA,Kaya Ltd,Active,B ,10.0,INE587G01015,Sp.Consumer Services,Equity
539287,,ORTINLAABS,Ortin Laboratories Ltd,Active,B ,10.0,INE749B01012,Pharmaceuticals,Equity
539289,,MJCO,Majesco Ltd,Active,B ,5.0,INE898S01029,IT Consulting & Software,Equity
539290,,BINDALAGRO,Oswal Greentech Ltd,Active,B ,10.0,INE143A01010,Investment Companies,Equity
539301,,ARVSMART,Arvind SmartSpaces Ltd,Active,B ,10.0,INE034S01021,Realty,Equity
539302,,POWERMECH,Power Mech Projects Ltd,Active,B ,10.0,INE211R01019,Construction & Engineering,Equity
539309,,RAMASTEEL,Rama Steel Tubes Ltd,Active,T ,5.0,INE230R01027,Iron & Steel Products,Equity
539331,,VETO,Veto Switchgears and Cables Ltd,Active,B ,10.0,INE918N01018,Other Elect.Equip./ Prod.,Equity
539332,,NAVKARCORP,Navkar Corporation Ltd,Active,B ,10.0,INE278M01019,Transport Related Services,Equity
539334,,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,Active,B ,10.0,INE712K01011,Specialty Chemicals,Equity
539336,,GUJGAS,Gujarat Gas Ltd,Active,A ,2.0,INE844O01030,Integrated Oil & Gas,Equity
539346,,SADBHIN,Sadbhav Infrastructure Project Ltd,Active,B ,10.0,INE764L01010,Roads & Highways,Equity
539351,,PRABHAT,Prabhat Dairy Ltd,Active,B ,10.0,INE302M01033,Packaged Foods,Equity
539404,,SATIN,Satin Creditcare Network Ltd,Active,B ,10.0,INE836B01017,Finance (including NBFCs),Equity
539437,,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.0,INE092T01019,Banks,Equity
539447,,BEARDSELL,Beardsell Ltd,Active,T ,2.0,INE520H01022,Containers & Packaging,Equity
539448,,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.0,INE646L01027,Airlines,Equity
539450,,SHK,S H Kelkar and Company Ltd,Active,A ,10.0,INE500L01026,Personal Products,Equity
539523,,ALKEM,Alkem Laboratories Ltd,Active,A ,2.0,INE540L01014,Pharmaceuticals,Equity
539524,,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.0,INE600L01024,Healthcare Services,Equity
539542,,LUXIND,Lux Industries Ltd,Active,A ,2.0,INE150G01020,Other Apparels & Accessories,Equity
539551,,NH,Narayana Hrudayalaya Ltd,Active,A ,10.0,INE410P01011,Healthcare Facilities,Equity
539597,,JSLHISAR,Jindal Stainless (Hisar) Ltd,Active,A ,2.0,INE455T01018,Iron & Steel Products,Equity
539636,,PRECAM,Precision Camshafts Ltd,Active,B ,10.0,INE484I01029,Auto Parts & Equipment,Equity
539658,,TEAMLEASE,TeamLease Services Ltd,Active,A ,10.0,INE985S01024,Sp.Consumer Services,Equity
539678,,QUICKHEAL,Quick Heal Technologies Ltd,Active,B ,10.0,INE306L01010,IT Software Products,Equity
539725,,GOKULAGRO,Gokul Agro Resources Ltd,Active,B ,2.0,INE314T01025,Edible Oils,Equity
539742,,SIMBHALS,Simbhaoli Sugars Ltd,Active,B ,10.0,INE748T01016,Sugar,Equity
539785,,PDMJEPAPER,Pudumjee Paper Products Ltd,Active,B ,1.0,INE865T01018,Paper & Paper Products,Equity
539787,,HCG,HealthCare Global Enterprises Ltd,Active,B ,10.0,INE075I01017,Healthcare Facilities,Equity
539799,,BHARATWIRE,Bharat Wire Ropes Ltd,Active,B ,10.0,INE316L01019,Iron & Steel Products,Equity
539807,,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1.0,INE483S01020,Internet Software & Services,Equity
539844,,EQUITAS,Equitas Holdings Ltd,Active,A ,10.0,INE988K01017,Holding Companies,Equity
539861,,SKIL,SKIL Infrastructure Ltd,Active,B ,10.0,INE429F01012,Construction & Engineering,Equity
539871,,THYROCARE,Thyrocare Technologies Ltd,Active,A ,10.0,INE594H01019,Healthcare Services,Equity
539874,,UJJIVAN,Ujjivan Financial Services Ltd,Active,A ,10.0,INE334L01012,Finance (including NBFCs),Equity
539876,,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2.0,INE299U01018,Household Appliances,Equity
539883,,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,B ,10.0,INE417C01014,Holding Companies,Equity
539889,,PARAGMILK,Parag Milk Foods Ltd,Active,A ,10.0,INE883N01014,Packaged Foods,Equity
539917,,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Active,B ,1.0,INE454M01024,Fertilizers,Equity
539940,,MAXVIL,Max Ventures and Industries Ltd,Active,B ,10.0,INE154U01015,Holding Companies,Equity
539957,,MGL,Mahanagar Gas Ltd,Active,A ,10.0,INE002S01010,Utilities:Non-Elec.,Equity
539978,,QUESS,Quess Corp Ltd,Active,A ,10.0,INE615P01015,Diversified,Equity
539979,,DIGJAMLTD,Digjam Ltd,Active,Z ,10.0,INE731U01010,Textiles,Equity
539992,,LLOYDSTEEL,Lloyds Steels Industries Ltd,Active,B ,1.0,INE093R01011,Industrial Machinery,Equity
540005,,LTI,Larsen & Toubro Infotech Ltd,Active,A ,1.0,INE214T01019,IT Consulting & Software,Equity
540025,,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2.0,INE837H01020,Other Agricultural Products,Equity
540047,,DBL,Dilip Buildcon Ltd,Active,A ,10.0,INE917M01012,Roads & Highways,Equity
540048,,SPAL,S.P. Apparels Ltd,Active,B ,10.0,INE212I01016,Other Apparels & Accessories,Equity
540061,,BIGBLOC,Bigbloc Construction Ltd,Active,T ,10.0,INE412U01017,Cement & Cement Products,Equity
540064,,FRETAIL,Future Retail Ltd,Active,A ,2.0,INE752P01024,Department Stores,Equity
540065,,RBLBANK,RBL Bank Ltd,Active,A ,10.0,INE976G01028,Banks,Equity
540073,,BLS,BLS International Services Ltd,Active,B ,1.0,INE153T01027,Travel Support Services,Equity
540081,,GOVNOW,SAB Events & Governance Now Media Ltd,Active,B ,10.0,INE860T01019,Publishing,Equity
540083,,TVVISION,TV Vision Ltd,Active,T ,10.0,INE871L01013,Broadcasting & Cable TV,Equity
540115,,LTTS,L&T Technology Services Ltd,Active,A ,2.0,INE010V01017,Internet Software & Services,Equity
540124,,GNA,G N A Axles Ltd,Active,B ,10.0,INE934S01014,Auto Parts & Equipment,Equity
540133,,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10.0,INE726G01019,Life Insurance,Equity
540136,,HPL,HPL Electric & Power Ltd,Active,B ,10.0,INE495S01016,Heavy Electrical Equipment,Equity
540153,,ENDURANCE,Endurance Technologies Ltd,Active,A ,10.0,INE913H01037,Auto Parts & Equipment,Equity
540173,,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10.0,INE572E01012,Housing Finance ,Equity
540180,,VBL,Varun Beverages Ltd,Active,A ,10.0,INE200M01013,Non-alcoholic Beverages,Equity
540203,,SFL,Sheela Foam Ltd,Active,A ,5.0,INE916U01025,Furniture-Furnishing-Paints,Equity
540210,,TMRVL,The Mandhana Retail Ventures Ltd,Active,B ,10.0,INE759V01019,Specialty Retail,Equity
540212,,TCIEXP,TCI Express Ltd,Active,A ,2.0,INE586V01016,Transportation - Logistics,Equity
540222,,LAURUSLABS,Laurus Labs Ltd,Active,A ,2.0,INE947Q01028,Pharmaceuticals,Equity
540293,,PRICOLLTD,Pricol Ltd,Active,B ,1.0,INE726V01018,Auto Parts & Equipment,Equity
540311,,JITFINFRA,JITF Infralogistics Ltd,Active,T ,2.0,INE863T01013,Transport Related Services,Equity
540366,,RADIOCITY,Music Broadcast Ltd,Active,B ,2.0,INE919I01024,Broadcasting & Cable TV,Equity
540376,,DMART,Avenue Supermarts Ltd,Active,A ,10.0,INE192R01011,Department Stores,Equity
540403,,CLEDUCATE,CL Educate Ltd,Active,T ,10.0,INE201M01011,Education,Equity
540425,,SHANKARA,Shankara Building Products Ltd,Active,A ,10.0,INE274V01019,Iron & Steel Products,Equity
540497,,SCHAND,S Chand and Company Ltd,Active,B ,5.0,INE807K01035,Publishing,Equity
540530,,HUDCO,Housing and Urban Development Corporation Ltd,Active,A ,10.0,INE031A01017,Housing Finance ,Equity
540544,,PSPPROJECT,PSP Projects Ltd,Active,B ,10.0,INE488V01015,Construction & Engineering,Equity
540575,,STARCEMENT,Star Cement Ltd,Active,A ,1.0,INE460H01021,Cement & Cement Products,Equity
540595,,TEJASNET,Tejas Networks Ltd,Active,B ,10.0,INE010J01012,Other Telecom Services,Equity
540596,,ERIS,Eris Lifesciences Ltd,Active,A ,1.0,INE406M01024,Pharmaceuticals,Equity
540602,,GTPL,GTPL Hathway Ltd,Active,B ,10.0,INE869I01013,Other Telecom Services,Equity
540611,,AUBANK,AU Small Finance Bank Ltd,Active,A ,10.0,INE949L01017,Banks,Equity
540621,,BHAGYAPROP,Bhagyanagar Properties Ltd,Active,B ,2.0,INE363W01018,Realty,Equity
540642,,SALASAR,Salasar Techno Engineering Ltd,Active,B ,10.0,INE170V01019,Construction & Engineering,Equity
540647,,GANGESSEC,Ganges Securities Ltd,Active,B ,10.0,INE335W01016,Investment Companies,Equity
540648,,PALASHSEC,Palash Securities Ltd,Active,B ,10.0,INE471W01019,Investment Companies,Equity
540649,,AVADHSUGAR,Avadh Sugar & Energy Ltd,Active,B ,10.0,INE349W01017,Sugar,Equity
540650,,MAGADHSUGAR,Magadh Sugar & Energy Ltd,Active,B ,10.0,INE347W01011,Sugar,Equity
540653,,SINTEXPLAST,Sintex Plastics Technology Ltd,Active,B ,1.0,INE501W01021,Comm.Trading  & Distribution,Equity
540673,,SIS,Security and Intelligence Services (India) Ltd,Active,A ,5.0,INE285J01028,Sp.Consumer Services,Equity
540678,,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,10.0,INE704P01017,Shipping,Equity
540679,,SMSLIFE,SMS Lifesciences India Ltd,Active,B ,10.0,INE320X01016,Pharmaceuticals,Equity
540680,,KIOCL,KIOCL Ltd,Active,B ,10.0,INE880L01014,Iron & Steel/Interm.Products,Equity
540691,,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10.0,INE674K01013,Holding Companies,Equity
540692,,APEX,Apex Frozen Foods Ltd,Active,B ,10.0,INE346W01013,Packaged Foods,Equity
540699,,DIXON,Dixon Technologies (India) Ltd,Active,A ,10.0,INE935N01012,Consumer Electronics,Equity
540700,,BRNL,Bharat Road Network Ltd,Active,B ,10.0,INE727S01012,Roads & Highways,Equity
540701,,DCAL,Dishman Carbogen Amcis Ltd,Active,A ,2.0,INE385W01011,Pharmaceuticals,Equity
540702,,LASA,Lasa Supergenerics Ltd,Active,B ,10.0,INE670X01014,Healthcare Services,Equity
540704,,MATRIMONY,Matrimony.com Ltd,Active,B ,5.0,INE866R01028,Internet Software & Services,Equity
540709,,RELHOME,Reliance Home Finance Ltd,Active,B ,10.0,INE217K01011,Housing Finance ,Equity
540710,,CAPACITE,Capacite Infraprojects Ltd,Active,B ,10.0,INE264T01014,Construction & Engineering,Equity
540716,,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10.0,INE765G01017,General Insurance,Equity
540719,,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10.0,INE123W01016,Life Insurance,Equity
540724,,DIAMONDYD,Prataap Snacks Ltd,Active,B ,5.0,INE393P01035,Packaged Foods,Equity
540725,,SISL,Share India Securities Ltd,Active,B ,10.0,INE932X01018,Other Financial Services,Equity
540743,,GODREJAGRO,Godrej Agrovet Ltd,Active,A ,10.0,INE850D01014,Other Agricultural Products,Equity
540749,,MASFIN,MAS Financial Services Ltd,Active,A ,10.0,INE348L01012,Finance (including NBFCs),Equity
540750,,IEX,Indian Energy Exchange Ltd,Active,A ,1.0,INE022Q01020,Electric Utilities,Equity
540755,,GICRE,General Insurance Corporation of India,Active,A ,5.0,INE481Y01014,General Insurance,Equity
540762,,TIINDIA,Tube Investments of India Ltd,Active,A ,1.0,INE974X01010,Auto Parts & Equipment,Equity
540767,,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10.0,INE298J01013,Asset Management Cos.,Equity
540768,,MAHLOG,Mahindra Logistics Ltd,Active,A ,10.0,INE766P01016,Transportation - Logistics,Equity
540769,,NIACL,The New India Assurance Company Ltd,Active,A ,5.0,INE470Y01017,General Insurance,Equity
540774,,IFGLEXPOR,IFGL Refractories Ltd,Active,B ,10.0,INE133Y01011,Other Industrial Goods,Equity
540775,,KHADIM,Khadim India Ltd,Active,B ,10.0,INE834I01025,Footwear,Equity
540776,,5PAISA,5paisa Capital Ltd,Active,T ,10.0,INE618L01018,Other Financial Services,Equity
540777,,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A ,10.0,INE795G01014,Life Insurance,Equity
540789,,DNAMEDIA,Diligent Media Corporation Ltd,Active,B ,1.0,INE016M01021,Advertising & Media,Equity
540797,,SHALBY,Shalby Ltd,Active,B ,10.0,INE597J01018,Healthcare Facilities,Equity
540798,,FSC,Future Supply Chain Solutions Ltd,Active,B ,10.0,INE935Q01015,Transportation - Logistics,Equity
540824,,ASTRON,Astron Paper & Board Mill Ltd,Active,B ,10.0,INE646X01014,Paper & Paper Products,Equity
540879,,APOLLO,Apollo Micro Systems Ltd,Active,B ,10.0,INE713T01010,Defence,Equity
540900,,NEWGEN,Newgen Software Technologies Ltd,Active,B ,10.0,INE619B01017,IT Consulting & Software,Equity
540901,,PRAXIS,Praxis Home Retail Ltd,Active,T ,5.0,INE546Y01022,Specialty Retail,Equity
540902,,AMBER,Amber Enterprises India Ltd,Active,A ,10.0,INE371P01015,Consumer Electronics,Equity
540935,,GALAXYSURF,Galaxy Surfactants Ltd,Active,A ,10.0,INE600K01018,Specialty Chemicals,Equity
540961,,SHIVAMILLS,Shiva Mills Ltd,Active,B ,10.0,INE644Y01017,Textiles,Equity
540975,,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10.0,INE914M01019,Healthcare Services,Equity
541019,,HGINFRA,H.G. Infra Engineering Ltd,Active,B ,10.0,INE926X01010,Construction & Engineering,Equity
541143,,BDL,Bharat Dynamics Ltd,Active,A ,10.0,INE171Z01018,Defence,Equity
541153,,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10.0,INE545U01014,Banks,Equity
541154,,HAL,Hindustan Aeronautics Ltd,Active,A ,10.0,INE066F01012,Aerospace,Equity
541161,,KARDA,Karda Constructions Ltd,Active,T ,2.0,INE278R01026,Realty,Equity
541163,,SANDHAR,Sandhar Technologies Ltd,Active,B ,10.0,INE278H01035,Auto Parts & Equipment,Equity
541179,,ISEC,ICICI Securities Ltd,Active,A ,5.0,INE763G01038,Other Financial Services,Equity
541195,,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A ,10.0,INE099Z01011,Iron & Steel Products,Equity
541233,,LEMONTREE,Lemon Tree Hotels Ltd,Active,A ,10.0,INE970X01018,Hotels,Equity
541269,,CHEMFABALKA,Chemfab Alkalis Ltd,Active,B ,10.0,INE783X01023,Commodity Chemicals,Equity
541301,,ORIENTELEC,Orient Electric Ltd,Active,A ,1.0,INE142Z01019,Consumer Electronics,Equity
541336,,INDOSTAR,Indostar Capital Finance Ltd,Active,A ,10.0,INE896L01010,Finance (including NBFCs),Equity
541403,,DOLLAR,Dollar Industries Ltd,Active,B ,2.0,INE325C01035,Other Apparels & Accessories,Equity
541450,,ADANIGREEN,Adani Green Energy Ltd,Active,A ,10.0,INE364U01010,Heavy Electrical Equipment,Equity
541540,,SOLARA,Solara Active Pharma Sciences Ltd,Active,B ,10.0,INE624Z01016,Pharmaceuticals,Equity
541546,,GAYAHWS,Gayatri Highways Ltd,Active,T ,2.0,INE287Z01012,Construction & Engineering,Equity
